Year,Month,Fuel,Aviation gasoline and kerosene (KL),Motor gasoline (unleaded petrol)  (KL),"Gas oil, diesel oil and naphtha  (KL)",Fuel oil (Quantity Import)  (KL),Liquefied petroleum gas (tons),Natural gas (tons),Aviation gasoline and kerosene (HK$/litre),Motor gasoline (unleaded petrol) (HK$/litre),"Gas oil, diesel oil and naphtha (HK$/litre)","Fuel oil (HK$/litre)			"
2005,1,530,,,,,,,,,,
2005,2,408,,,,,,,,,,
2005,3,499,,,,,,,,,,
2005,4,538,,,,,,,,,,
2005,5,575,,,,,,,,,,
2005,6,538,,,,,,,,,,
2005,7,561,,,,,,,,,,
2005,8,510,,,,,,,,,,
2005,9,507,,,,,,,,,,
2005,10,524,,,,,,,,,,
2005,11,495,,,,,,,,,,
2005,12,534,,,,,,,,,,
2006,1,636,,,,,,,,,,
2006,2,465,,,,,,,,,,
2006,3,553,,,,,,,,,,
2006,4,584,,,,,,,,,,
2006,5,622,,,,,,,,,,
2006,6,561,,,,,,,,,,
2006,7,572,,,,,,,,,,
2006,8,574,,,,,,,,,,
2006,9,545,,,,,,,,,,
2006,10,560,,,,,,,,,,
2006,11,521,,,,,,,,,,
2006,12,615,,,,,,,,,,
2007,1,570,,,,,,,,,,
2007,2,532,,,,,,,,,,
2007,3,534,,,,,,,,,,
2007,4,560,,,,,,,,,,
2007,5,615,,,,,,,,,,
2007,6,555,,,,,,,,,,
2007,7,557,,,,,,,,,,
2007,8,599,,,,,,,,,,
2007,9,565,,,,,,,,,,
2007,10,595,,,,,,,,,,
2007,11,594,,,,,,,,,,
2007,12,703,,,,,,,,,,
2008,1,678,,,,,,,,,,
2008,2,597,,,,,,,,,,
2008,3,677,,,,,,,,,,
2008,4,770,,,,,,,,,,
2008,5,821,,,,,,,,,,
2008,6,799,,,,,,,,,,
2008,7,810,,,,,,,,,,
2008,8,768,,,,,,,,,,
2008,9,726,,,,,,,,,,
2008,10,683,,,,,,,,,,
2008,11,620,,,,,,,,,,
2008,12,660,,,,,,,,,,
2009,1,619,,,,,,,,,,
2009,2,531,,,,,,,,,,
2009,3,595,,,,,,,,,,
2009,4,624,,,,,,,,,,
2009,5,660,,,,,,,,,,
2009,6,670,,,,,,,,,,
2009,7,681,,,,,,,,,,
2009,8,696,,,,,,,,,,
